STRUCTURE,STRUCTURE_ID,freq,unit,tra_meas,rep_airp,schedule,tra_cov,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKBI,TOT,NAT,2022,38018,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKCH,TOT,INTL,2017,13686666,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKCH,TOT,INTL,2018,14250435,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKCH,TOT,INTL,2019,14249841,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKCH,TOT,INTL,2020,3451159,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKCH,TOT,INTL,2021,4048142,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKCH,TOT,INTL,2022,10335923,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKCH,TOT,NAT,2017,922537,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKCH,TOT,NAT,2018,925641,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKCH,TOT,NAT,2019,890097,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKCH,TOT,NAT,2020,369849,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKCH,TOT,NAT,2021,515828,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKCH,TOT,NAT,2022,751420,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKEB,TOT,INTL,2017,10348,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKEB,TOT,INTL,2018,10554,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKEB,TOT,INTL,2019,13958,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKEB,TOT,INTL,2020,4049,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKEB,TOT,INTL,2021,9198,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKEB,TOT,INTL,2022,24853,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKEB,TOT,NAT,2017,31328,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKEB,TOT,NAT,2018,27212,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKEB,TOT,NAT,2019,27090,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKEB,TOT,NAT,2020,19193,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKEB,TOT,NAT,2021,13365,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKEB,TOT,NAT,2022,13728,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKKA,TOT,INTL,2017,3153,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKKA,TOT,INTL,2018,3781,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKKA,TOT,INTL,2019,979,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKKA,TOT,INTL,2020,742,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKKA,TOT,INTL,2021,658,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKKA,TOT,INTL,2022,1429,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKKA,TOT,NAT,2017,68813,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKKA,TOT,NAT,2018,61509,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKKA,TOT,NAT,2019,55222,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKKA,TOT,NAT,2020,13330,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKKA,TOT,NAT,2021,9187,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKKA,TOT,NAT,2022,15689,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRK,TOT,INTL,2017,1195,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRK,TOT,INTL,2018,1189,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRK,TOT,INTL,2019,1572,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRK,TOT,INTL,2020,1103,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRK,TOT,INTL,2021,2204,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRK,TOT,INTL,2022,4727,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRK,TOT,NAT,2017,1710,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRK,TOT,NAT,2018,1274,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRK,TOT,NAT,2019,1412,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRK,TOT,NAT,2020,1457,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRK,TOT,NAT,2021,1672,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRK,TOT,NAT,2022,2159,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRN,TOT,INTL,2017,2395,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRN,TOT,INTL,2018,2594,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRN,TOT,INTL,2019,2160,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRN,TOT,INTL,2020,186,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRN,TOT,INTL,2021,706,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRN,TOT,INTL,2022,2190,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRN,TOT,NAT,2017,124536,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRN,TOT,NAT,2018,123439,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRN,TOT,NAT,2019,112592,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRN,TOT,NAT,2020,65709,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRN,TOT,NAT,2021,90301,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKRN,TOT,NAT,2022,95181,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKSB,TOT,INTL,2017,1638,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKSB,TOT,INTL,2018,3026,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKSB,TOT,INTL,2019,3439,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKSB,TOT,INTL,2020,474,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKSB,TOT,INTL,2021,1245,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKSB,TOT,INTL,2022,3106,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKSB,TOT,NAT,2017,28803,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKSB,TOT,NAT,2018,32008,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKSB,TOT,NAT,2019,32613,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKSB,TOT,NAT,2020,10376,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKSB,TOT,NAT,2021,12429,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKSB,TOT,NAT,2022,19699,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKTS,TOT,INTL,2017,19,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKTS,TOT,INTL,2018,8,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKTS,TOT,INTL,2019,12,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKTS,TOT,INTL,2020,8,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKTS,TOT,INTL,2022,8,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKTS,TOT,NAT,2017,10,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKTS,TOT,NAT,2018,0,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKTS,TOT,NAT,2019,0,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKTS,TOT,NAT,2020,0,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKTS,TOT,NAT,2021,5,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKTS,TOT,NAT,2022,0,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKYT,TOT,INTL,2017,312728,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKYT,TOT,INTL,2018,366039,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKYT,TOT,INTL,2019,324669,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKYT,TOT,INTL,2020,73958,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKYT,TOT,INTL,2021,91857,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKYT,TOT,INTL,2022,249586,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKYT,TOT,NAT,2017,433536,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKYT,TOT,NAT,2018,422271,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKYT,TOT,NAT,2019,395335,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKYT,TOT,NAT,2020,183470,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKYT,TOT,NAT,2021,286086,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,DK_EKYT,TOT,NAT,2022,418355,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EE_EETN,TOT,INTL,2017,1284455,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EE_EETN,TOT,INTL,2018,1464106,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EE_EETN,TOT,INTL,2019,1588982,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EE_EETN,TOT,INTL,2020,417472,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EE_EETN,TOT,INTL,2021,621689,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EE_EETN,TOT,INTL,2022,1328406,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EE_EETN,TOT,NAT,2017,12292,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EE_EETN,TOT,NAT,2018,14093,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EE_EETN,TOT,NAT,2019,15791,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EE_EETN,TOT,NAT,2020,12287,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EE_EETN,TOT,NAT,2021,19389,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EE_EETN,TOT,NAT,2022,25018,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAL,TOT,INTL,2017,441,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAL,TOT,INTL,2018,1157,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAL,TOT,INTL,2019,39,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAL,TOT,INTL,2020,39,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAL,TOT,INTL,2021,372,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAL,TOT,INTL,2022,804,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAL,TOT,NAT,2017,82570,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAL,TOT,NAT,2018,102057,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAL,TOT,NAT,2019,116551,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAL,TOT,NAT,2020,62660,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAL,TOT,NAT,2021,77532,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAL,TOT,NAT,2022,120826,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAV,TOT,INTL,2017,7141845,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAV,TOT,INTL,2018,8120981,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAV,TOT,INTL,2019,8826864,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAV,TOT,INTL,2020,2487169,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAV,TOT,INTL,2021,3808567,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAV,TOT,INTL,2022,7601048,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAV,TOT,NAT,2017,3752003,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAV,TOT,NAT,2018,3965496,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAV,TOT,NAT,2019,3978547,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAV,TOT,NAT,2020,1547085,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAV,TOT,NAT,2021,2368545,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGAV,TOT,NAT,2022,3775172,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGBL,TOT,INTL,2017,15142,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGBL,TOT,INTL,2018,20737,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGBL,TOT,INTL,2019,23912,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGBL,TOT,INTL,2020,5134,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGBL,TOT,INTL,2021,7311,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGBL,TOT,INTL,2022,21272,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGBL,TOT,NAT,2017,40,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGBL,TOT,NAT,2018,65,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGBL,TOT,NAT,2019,16,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGBL,TOT,NAT,2020,40,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGBL,TOT,NAT,2021,1571,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGBL,TOT,NAT,2022,1537,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGHI,TOT,INTL,2017,768,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGHI,TOT,INTL,2018,2449,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGHI,TOT,INTL,2019,797,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGHI,TOT,INTL,2020,15,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGHI,TOT,INTL,2021,57,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGHI,TOT,INTL,2022,15,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGHI,TOT,NAT,2017,103015,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGHI,TOT,NAT,2018,107249,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGHI,TOT,NAT,2019,115504,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGHI,TOT,NAT,2020,58810,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGHI,TOT,NAT,2021,80089,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGHI,TOT,NAT,2022,116250,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIK,TOT,NAT,2017,19361,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIK,TOT,NAT,2018,20829,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIK,TOT,NAT,2019,22717,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIK,TOT,NAT,2020,11291,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIK,TOT,NAT,2021,20054,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIK,TOT,NAT,2022,26896,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIO,TOT,INTL,2017,3213,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIO,TOT,INTL,2018,9780,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIO,TOT,INTL,2019,14703,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIO,TOT,INTL,2020,4,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIO,TOT,INTL,2021,6570,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIO,TOT,INTL,2022,10367,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIO,TOT,NAT,2017,43775,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIO,TOT,NAT,2018,44009,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIO,TOT,NAT,2019,50552,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIO,TOT,NAT,2020,17521,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIO,TOT,NAT,2021,24155,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIO,TOT,NAT,2022,35226,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIR,TOT,INTL,2017,3120510,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIR,TOT,INTL,2018,3330492,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIR,TOT,INTL,2019,3264747,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIR,TOT,INTL,2020,892389,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIR,TOT,INTL,2021,2108862,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIR,TOT,INTL,2022,3344559,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIR,TOT,NAT,2017,534647,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIR,TOT,NAT,2018,640169,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIR,TOT,NAT,2019,631285,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIR,TOT,NAT,2020,283424,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIR,TOT,NAT,2021,364855,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGIR,TOT,NAT,2022,586666,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKA,TOT,INTL,2017,47,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKA,TOT,INTL,2018,125,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKA,TOT,INTL,2019,258,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKA,TOT,NAT,2017,2294,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKA,TOT,NAT,2018,1960,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKA,TOT,NAT,2019,1605,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKA,TOT,NAT,2020,661,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKA,TOT,NAT,2021,1093,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKA,TOT,NAT,2022,1434,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKC,TOT,INTL,2017,2923,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKC,TOT,INTL,2018,3938,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKC,TOT,INTL,2019,3605,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKC,TOT,INTL,2020,264,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKC,TOT,INTL,2022,816,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKC,TOT,NAT,2017,14139,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKC,TOT,NAT,2018,15385,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKC,TOT,NAT,2019,16146,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKC,TOT,NAT,2020,6218,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKC,TOT,NAT,2021,11710,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKC,TOT,NAT,2022,16616,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKF,TOT,INTL,2017,267160,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKF,TOT,INTL,2018,311248,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKF,TOT,INTL,2019,320806,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKF,TOT,INTL,2020,79224,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_ARR,EL_LGKF,TOT,INTL,2021,119305,
