STRUCTURE,STRUCTURE_ID,freq,unit,tra_meas,rep_airp,schedule,tra_cov,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKCH,TOT,INTL,2018,14172564,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKCH,TOT,INTL,2019,14181536,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKCH,TOT,INTL,2020,3327622,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKCH,TOT,INTL,2021,4100717,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKCH,TOT,INTL,2022,10299574,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKCH,TOT,NAT,2017,914827,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKCH,TOT,NAT,2018,913786,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKCH,TOT,NAT,2019,887336,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKCH,TOT,NAT,2020,368376,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKCH,TOT,NAT,2021,506461,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKCH,TOT,NAT,2022,733854,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKEB,TOT,INTL,2017,10625,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKEB,TOT,INTL,2018,10928,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKEB,TOT,INTL,2019,14274,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKEB,TOT,INTL,2020,4283,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKEB,TOT,INTL,2021,10103,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKEB,TOT,INTL,2022,25681,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKEB,TOT,NAT,2017,31546,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKEB,TOT,NAT,2018,27520,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKEB,TOT,NAT,2019,27761,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKEB,TOT,NAT,2020,18548,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKEB,TOT,NAT,2021,12753,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKEB,TOT,NAT,2022,13857,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKKA,TOT,INTL,2017,2868,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKKA,TOT,INTL,2018,3932,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKKA,TOT,INTL,2019,921,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKKA,TOT,INTL,2020,1235,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKKA,TOT,INTL,2021,753,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKKA,TOT,INTL,2022,1707,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKKA,TOT,NAT,2017,70788,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKKA,TOT,NAT,2018,64183,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKKA,TOT,NAT,2019,56490,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKKA,TOT,NAT,2020,13514,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKKA,TOT,NAT,2021,9375,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKKA,TOT,NAT,2022,16377,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRK,TOT,INTL,2017,1253,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRK,TOT,INTL,2018,1107,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRK,TOT,INTL,2019,1499,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRK,TOT,INTL,2020,1283,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRK,TOT,INTL,2021,2369,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRK,TOT,INTL,2022,4250,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRK,TOT,NAT,2017,3463,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRK,TOT,NAT,2018,2411,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRK,TOT,NAT,2019,2427,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRK,TOT,NAT,2020,2972,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRK,TOT,NAT,2021,3207,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRK,TOT,NAT,2022,4014,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRN,TOT,INTL,2017,1970,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRN,TOT,INTL,2018,2459,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRN,TOT,INTL,2019,2024,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRN,TOT,INTL,2020,183,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRN,TOT,INTL,2021,748,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRN,TOT,INTL,2022,1984,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRN,TOT,NAT,2017,127344,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRN,TOT,NAT,2018,126092,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRN,TOT,NAT,2019,111394,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRN,TOT,NAT,2020,66380,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRN,TOT,NAT,2021,87285,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKRN,TOT,NAT,2022,94095,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKSB,TOT,INTL,2017,1914,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKSB,TOT,INTL,2018,3246,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKSB,TOT,INTL,2019,3447,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKSB,TOT,INTL,2020,503,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKSB,TOT,INTL,2021,1163,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKSB,TOT,INTL,2022,3721,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKSB,TOT,NAT,2017,30494,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKSB,TOT,NAT,2018,33722,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKSB,TOT,NAT,2019,34052,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKSB,TOT,NAT,2020,10541,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKSB,TOT,NAT,2021,13113,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKSB,TOT,NAT,2022,20721,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKTS,TOT,INTL,2017,21,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKTS,TOT,INTL,2018,8,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKTS,TOT,INTL,2019,7,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKTS,TOT,INTL,2020,8,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKTS,TOT,INTL,2022,8,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKTS,TOT,NAT,2017,8,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKTS,TOT,NAT,2018,0,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKTS,TOT,NAT,2019,0,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKTS,TOT,NAT,2020,0,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKTS,TOT,NAT,2022,6,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKYT,TOT,INTL,2017,321541,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKYT,TOT,INTL,2018,373174,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKYT,TOT,INTL,2019,331765,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKYT,TOT,INTL,2020,72312,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKYT,TOT,INTL,2021,95790,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKYT,TOT,INTL,2022,255016,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKYT,TOT,NAT,2017,430261,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKYT,TOT,NAT,2018,422265,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKYT,TOT,NAT,2019,392225,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKYT,TOT,NAT,2020,181278,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKYT,TOT,NAT,2021,288279,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,DK_EKYT,TOT,NAT,2022,416930,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EE_EETN,TOT,INTL,2017,1327877,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EE_EETN,TOT,INTL,2018,1503940,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EE_EETN,TOT,INTL,2019,1638277,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EE_EETN,TOT,INTL,2020,416547,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EE_EETN,TOT,INTL,2021,632601,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EE_EETN,TOT,INTL,2022,1353692,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EE_EETN,TOT,NAT,2017,12232,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EE_EETN,TOT,NAT,2018,13691,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EE_EETN,TOT,NAT,2019,15273,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EE_EETN,TOT,NAT,2020,11859,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EE_EETN,TOT,NAT,2021,19299,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EE_EETN,TOT,NAT,2022,24420,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAL,TOT,INTL,2017,850,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAL,TOT,INTL,2018,1170,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAL,TOT,INTL,2019,45,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAL,TOT,INTL,2020,21,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAL,TOT,INTL,2021,188,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAL,TOT,INTL,2022,871,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAL,TOT,NAT,2017,84754,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAL,TOT,NAT,2018,105999,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAL,TOT,NAT,2019,120907,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAL,TOT,NAT,2020,65793,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAL,TOT,NAT,2021,79578,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAL,TOT,NAT,2022,125382,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAV,TOT,INTL,2017,7250456,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAV,TOT,INTL,2018,8273015,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAV,TOT,INTL,2019,8989072,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAV,TOT,INTL,2020,2948655,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAV,TOT,INTL,2021,4460102,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAV,TOT,INTL,2022,8650971,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAV,TOT,NAT,2017,3578343,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAV,TOT,NAT,2018,3770629,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAV,TOT,NAT,2019,3777648,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAV,TOT,NAT,2020,1788809,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAV,TOT,NAT,2021,2719171,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGAV,TOT,NAT,2022,4334659,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGBL,TOT,INTL,2017,17731,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGBL,TOT,INTL,2018,25480,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGBL,TOT,INTL,2019,27897,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGBL,TOT,INTL,2020,5119,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGBL,TOT,INTL,2021,7182,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGBL,TOT,INTL,2022,20709,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGBL,TOT,NAT,2017,57,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGBL,TOT,NAT,2018,4,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGBL,TOT,NAT,2019,14,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGBL,TOT,NAT,2020,0,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGBL,TOT,NAT,2021,1550,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGBL,TOT,NAT,2022,1506,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGHI,TOT,INTL,2017,1385,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGHI,TOT,INTL,2018,3169,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGHI,TOT,INTL,2019,1522,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGHI,TOT,INTL,2020,4,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGHI,TOT,INTL,2021,4,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGHI,TOT,INTL,2022,20,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGHI,TOT,NAT,2017,113193,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGHI,TOT,NAT,2018,118473,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGHI,TOT,NAT,2019,127370,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGHI,TOT,NAT,2020,64302,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGHI,TOT,NAT,2021,88962,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGHI,TOT,NAT,2022,116155,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIK,TOT,NAT,2017,22196,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIK,TOT,NAT,2018,23380,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIK,TOT,NAT,2019,25847,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIK,TOT,NAT,2020,12500,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIK,TOT,NAT,2021,22093,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIK,TOT,NAT,2022,29750,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIO,TOT,INTL,2017,3232,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIO,TOT,INTL,2018,10056,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIO,TOT,INTL,2019,14563,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIO,TOT,INTL,2020,2,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIO,TOT,INTL,2021,6617,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIO,TOT,INTL,2022,10579,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIO,TOT,NAT,2017,45366,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIO,TOT,NAT,2018,45087,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIO,TOT,NAT,2019,53557,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIO,TOT,NAT,2020,19197,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIO,TOT,NAT,2021,24889,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIO,TOT,NAT,2022,36281,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIR,TOT,INTL,2017,3104699,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIR,TOT,INTL,2018,3329729,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIR,TOT,INTL,2019,3264568,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIR,TOT,INTL,2020,879352,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIR,TOT,INTL,2021,2080937,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIR,TOT,INTL,2022,3305135,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIR,TOT,NAT,2017,599818,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIR,TOT,NAT,2018,699368,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIR,TOT,NAT,2019,682987,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIR,TOT,NAT,2020,313003,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIR,TOT,NAT,2021,420512,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGIR,TOT,NAT,2022,682053,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKA,TOT,INTL,2017,47,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKA,TOT,INTL,2019,16,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKA,TOT,NAT,2017,4236,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKA,TOT,NAT,2018,2882,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKA,TOT,NAT,2019,1996,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKA,TOT,NAT,2020,995,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKA,TOT,NAT,2021,1642,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKA,TOT,NAT,2022,1886,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKC,TOT,INTL,2017,2943,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKC,TOT,INTL,2018,3268,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKC,TOT,INTL,2019,2016,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKC,TOT,INTL,2020,98,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKC,TOT,INTL,2022,810,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKC,TOT,NAT,2017,15745,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKC,TOT,NAT,2018,17319,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKC,TOT,NAT,2019,17817,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKC,TOT,NAT,2020,7199,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKC,TOT,NAT,2021,12951,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKC,TOT,NAT,2022,17441,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKF,TOT,INTL,2017,274931,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKF,TOT,INTL,2018,315830,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKF,TOT,INTL,2019,328173,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKF,TOT,INTL,2020,90707,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKF,TOT,INTL,2021,125222,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKF,TOT,INTL,2022,372757,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKF,TOT,NAT,2017,42123,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKF,TOT,NAT,2018,45134,
dataflow,ESTAT:AVIA_PAOA(1.0),A,PAS,PAS_BRD_DEP,EL_LGKF,TOT,NAT,2019,48066,
